"NBa7we src","d4r55","RfnDt","RfnDt 2","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","wiI7pd","w8nwRe","dSlJg src","dSlJg src 2","znYl0","nM6d2c","DZSIDd","wiI7pd 2","znYl0 2"
"https://lh3.googleusercontent.com/a/ACg8ocLdYXJdXr7C1cg08VNX9vznt1Ohl-hwZNAVwj8yznP3=w54-h54-p-rp-mo-ba3-br100","flau","· 66 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","11 months ago","Amazing, value-for-money place for gelato, waffles, and coffee, run by the sweetest uncle and aunty. Uncle was super welcoming and friendly, and he let us try almost every flavour of gelato he had before we even bought anything - was …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","11 months ago","Hey Hi Ferdi, like most new customers. Freshio Gelato offers any flavor for tasting on display, many a customer continue to taste each flavor offered for our texture and flavor quality. Pistachio, Hazelnut, Ferrero Rocher .......one after another is good, It's curiousity and uncertainty which is 'not to one's expectations ' as like you said, all are flavorful, smooth silky texture.
At 70's Gelato Cafe are no hectic work, but the long hours in F&B requires for food safety and a passion in work to produce quality.
Many a customer like yourself becomes friends with us. We appreciated very well your humbleness and kindness towards the elderly.
We hope to see you more often and thank you for your patronage and support. Cheers","Like"
"https://lh3.googleusercontent.com/a/ACg8ocK1Mrk851EN6PMpPWAO0z2426W5mB3oCP0534MK7WUi=w54-h54-p-rp-mo-br100","c p","1 review","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","Uncle started giving many and generous samples once we entered! Consistency of gelato is really smooth and good:-)  Croffle was served warm and crispy and prices are really reasonable too. Would 10/10 return and recommend!!!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Like","Response from the owner","2 months ago","Wow CP, 
Great words & Support 10/10👍🤠🧑‍🏭🙏🙏🙏
Appreciated your patronage and confidence in us to bring friends👍
🤠🧑‍🏭🙏🙏🙏","Share"
"https://lh3.googleusercontent.com/a-/ALV-UjWxTViy_n6HibR7zDw5P_26_28vSYEMOi1ETc8fdkTzPnI=w54-h54-p-rp-mo-ba3-br100","eunice loh","· 16 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Freshly made and quality Gelato by the  lovely couple who are retirees. Rum and raisin was good and rock melon was refreshing. Will come again!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","a year ago","Thank you Eunice, you are most kind and encouraging. We wishes you Good health, Wisdom and A Successful future ahead in Life. We hope to see you soon again. Kind regards, Cheers!","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjUdQM43Ki0xgEo50mF4YiwD2HaskDtJC2B4dAaIgnfcjKQ=w54-h54-p-rp-mo-ba5-br100","Bambang L","· 316 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a month ago","Great Gelato, super friendly uncle giving out so many samples before even asking. Waffles and panino seems their speciality if you want something with your ice cream. The latter is a bun filled with your gelato of choice. Nice!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Like","Response from the owner","a month ago","Bambang, Terima Kasih 👍👍👍
Happy to know you enjoyed our Gelato, Waffles and the only Panini available in SG😁
It's Hot outside and Frozen inside😁😁😁What an awesome experience 👍👍👍🤠🧑‍🏭🍨🥂","Share"
"https://lh3.googleusercontent.com/a-/ALV-UjWR0YDHY55A3nWxJNVcjZe9TiSK1W0dxvBzp8VfRL7mIw=w54-h54-p-rp-mo-br100","Rudy Hartono","19 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","9 months ago","Very well-priced gelato. Incredibly friendly uncle who eagerly let us taste the various flavors. …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","9 months ago","Wadoo Pa Rudy, Terima kasih Om🙏🙏🙏 Thanking you so much for your patronage and 5-star Rating Sir. It's an honor to serve you from a small humble Gelato cafe with your partner. We hope to see you again soon. Freshio Gelato Wishes You & Partner, A Merry Christmas & Happy New Year 2023. 
Cheers Rudy!👍🤠🧑‍🏭","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjW9Vg6q1hdvdxPbsJLDNQNkMwLOkBJ7LUsDD-MQiNL5R_U=w54-h54-p-rp-mo-br100","Cai wei liew","27 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a week ago","I can't find another gelato or ice-cream shop better than this place in Singapore. Not only does the ice-cream tastes fantastic, the couple selling them are the bestttt.","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Like","Response from the owner","a week ago","Whoosh Wei Liew, 😊😊😊🙏🙏🙏 most encouraging and supportive. It's a very well deserved compliment and worth the works and effort for us. Thank you 🥂🍨🤠🧑‍🏭","Share"
"https://lh3.googleusercontent.com/a-/ALV-UjV_tJk1GpcB9s4OxaATZj7KpzNoibnAB6K3WvKtDJzs4Jc=w54-h54-p-rp-mo-br100","Charmaine","7 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","11 months ago","Super friendly uncle and aunty.
Insisted me to try the flavors before ordering.
Pistachio and Chocolate quite thick. Yuzu and Pineapple very refreshing. They serve plain water too. Do come and support!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","11 months ago","Wow Charmaine, thank you! You are so wonderful 👍🙏🙏🙏
We are retirement business. Appreciated your support, kind words and 5-Star ratings. We are a 3 years business, just relocated from City Gate to Sunshine Plaza. Wishing you A Great Weekend, Cheers 🥂","Like"
"https://lh3.googleusercontent.com/a/ACg8ocLvkQx4Vk8ucejNqPh7y4f3_e-4oDGvbxB-d8LdztrWQbg=w54-h54-p-rp-mo-ba4-br100","Jeraldine T","· 117 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 months ago","Tried the French Vanilla after watching TikTok. Still a tad too sweet for my personal taste","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 months ago","Hi Jeraldine, thanks for your patronage and review. Next visit, try Banana Walnut, Turkish Hazelnut and Limone. ,🥂
🤠🧑‍🏭","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjWoDVXSvox3RZVju7bs6bVjjlLYaECvPT4aSzlAPgr5VxcG=w54-h54-p-rp-mo-ba4-br100","Le-N C","· 143 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","I chanced upon this Freshio Gelatolatte! It’s a hidden gem in this Citygate. Uncle is generous to let us try out different flavours before deciding. In the end we chose Mango, Belgium Choc and Rum & Raisin! All are really rich, creamy, not …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","a year ago","Hello NC, you did a great combo of selection, it goes very well together! Good choice! Thanks for your support and looking forward to see you again soon. Cheers!","Like"
"https://lh3.googleusercontent.com/a/ACg8ocLGOKKqz4gkD73plk_EIxTHQ4gvumw4muJk8ovxDZZu=w54-h54-p-rp-mo-br100","Si Yu Tan","16 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","10 months ago","Love their extensive range of flavours, and some really unique ones like Amerana Cherries and Banana Walnut! But my current favourite is Hazelnut. Uncle and Auntie super duper friendly, they can’t wait to let you try all their creations!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","10 months ago","Hi Siyu, Glad you are Happy with the Gelato & Service.
Indeed, it's our pleasure for you to kindly accept our tastings and revert Freshio gelato quality and services with 5-Star rating. Thank you for your time and patronage support. Cheers","Like"
"https://lh3.googleusercontent.com/a/ACg8ocKV2EJ5JFJafOVjvZZNvkpM2wfeLU1Y0NMFbqtEX-Bi=w54-h54-p-rp-mo-br100","Esmond Khoo","5 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 months ago","Really smooth and creamy gelato! The Boss and Boss lady are so nice and friendly! Rum and Raisin is a must try. Bourbon dark chocolate is another of my fav! Come support them~ you will love it here","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Like","Response from the owner","3 months ago","Hi Esmond, glad you love our daily in-store Fresh made Gelato. These are the two Alcohol Gelato 👍😁😁😁
Thanking you for your kind patronage and time in writing us this 5-Star Review 🙏🙏🙏🤠🧑‍🏭👍","Share"
"https://lh3.googleusercontent.com/a-/ALV-UjVlxcR0kqIHdpHb_RVdACAklnwTkBKft3_2w6bW-anz8w=w54-h54-p-rp-mo-ba5-br100","Wei xiong Wang","· 269 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 years ago","The moment we step into the shop, Uncle Tan welcome us with loads of ice cream sample. We havent buy his ice cream, uncle already bought our hearts. Needless to say the ice cream is good! Thanks uncle!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 years ago","Wonderful Wei Xiong, I remember you Sir with your partner. Thanks a lot for coming over and your business support. Hope to see you soon, Cheers",""
"https://lh3.googleusercontent.com/a/ACg8ocKFmWsQrxrsggO-50a2NhNgsReLoS_sTah6TMbsmxqK=w54-h54-p-rp-mo-br100","Kwok Weng Jian","1 review","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 weeks ago","Croffle is a must try it is absolutely delicious and packed with flavour. There is also a plethora of gelato flavours to choose from, and the uncle was very generous in giving free samples when we didnt even request for it until i had to ask him to stop 😂 …","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Like","Response from the owner","2 weeks ago","Hi Weng Jian, thankful for your supportive introduction. Yes the Coffles absolutely goes very well with Freshio Gelato,👍😁it's many Customers favorite combinations. Appreciated your kind patronage and encouraging 5-Star Review 🙏🙏🙏
🤠🧑‍🏭❤️🍨🥂","Share"
"https://lh3.googleusercontent.com/a/ACg8ocJ8YlwPpNN6rdx_XRH2TNxiE60bMuGgr_xkkZN9-C44=w54-h54-p-rp-mo-br100","Thalia S","23 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a month ago","super friendly and helpul uncle and auntie shopkeepers who are patient with you as you select flavours. the ice cream is also really great. 10/10 would come again!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Like","Response from the owner","a month ago","Hi Thalia, so thankful to your sincere 5-Star Review 👍
Looking forward to your visit again 👍
🧑‍🏭🤠🙏🙏🙏🍨","Share"
"https://lh3.googleusercontent.com/a-/ALV-UjUrjaig5NEUetRw8nrKy8HfVIEaTy0D2-708kpCvL6bqPw=w54-h54-p-rp-mo-br100","Darren Chee","18 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","6 months ago","ordered the pistachio and hazelnut flavour! uncle and auntie at the shop is superrrr friendly!! do come and support them","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","6 months ago","Hello Darren, Glad you love Freshio Gelato freshly made everyday 🤤
Thanking you to endorsed us 5-Star and your Patronage. Appreciated,
🤠🧑‍🏭","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjUSDPDS6QopVixe11ie7ftD3OetfL_H0tVITa-ycjlZIStb=w54-h54-p-rp-mo-ba3-br100","Noopur Gahalan","· 68 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","By far the best gelato in Singapore and the most generous uncle I've come across in the island city. Definitely 10/10 recommend and must visit. We tried so many flavours they were all brilliant. Pictured here pistachio and dark chocolate.","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","a year ago","Hi Noopur, A Big Big Thank You for your Best Review. We are Re-locating to Sunshine Plaza. Megan taking over as Avogato will be Opening up soon. She's Young be and passionate. Please continue to support. Cheers!",""
"https://lh3.googleusercontent.com/a-/ALV-UjXPep63s7QsAUOMeFwTBq4m--6x8UeRqUdFMmQYGw4jPoI=w54-h54-p-rp-mo-ba3-br100","Joyce Ang","· 54 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Once we stepped in, the friendly uncle plied my family of 4 with samples without even asking! Tried the hazelnut and pistachio... standard flavours which were well executed. Tried the berry flavoured, strawberry (which tasted like …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","a year ago","Hello Joyce, Megan will keep this place and rename it Avolato, she's Young and Passionate to continue the business here. Uncle will be relocated to Sunshine Plaza@Bencoolen.
Thanking You & Your Family visit. Cheers
Uncle KT",""
"https://lh3.googleusercontent.com/a-/ALV-UjWxZhdIg5YIS-X46r1ssVO1QwywKkcDFV9bdJ9sk31DfKJN=w54-h54-p-rp-mo-ba3-br100","Richard Claydon","· 50 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","11 months ago","Wasn't sure to believe the other reviews, but the moment we walked up to the counter, taster spoons were being thrust towards up too fast for us to keep up. …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","11 months ago","Hey Richard, no business is easy business. To sustain and be in the midst of Gelato shops all around, Freshio Gelato is serious business and a realistic one. Your 5+Star rating and see for yourself, gives us support and encouragement to a long standing business. Freshio Gelato, Thank you and looking forward to seeing you again. You have A very beautiful and we'll like daughter, A Lucky man👍😁🙏🙏🙏,
Cheers Richard","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjUzVuFox-T8Katov1nvm20n8r4v0bcuTWtF7UCPs5xie-ER=w54-h54-p-rp-mo-ba3-br100","Paul Van Schyndel","· 49 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","Best ice cream I've had in Singapore! Lots of flavours, and the owners will not let you say no to trying all of them. Highly recommend a visit!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Like","Response from the owner","2 months ago","Hi Paul, You knows Ice Cream very well from your country 😁👍
Indeed many thanks to your 5-Star Review and Happy comments overall 🙏🙏🙏
Appreciated your patronage and time in writing us this Review. It's been very Encouraging. Wishing You Happiness and Great Health Always. 
🧑‍🏭🤠🥂","Share"
"https://lh3.googleusercontent.com/a/ACg8ocIyrUl5ar6WDb79cR4nWBIDd6WcufGnNdXhgW8fk2-pNqM=w54-h54-p-rp-mo-br100","Wei Wen Ang","1 review","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","9 months ago","one of the best gelato places around. unlike any other gelato stores, their gelatos are really creamy and thick. best of all, it is run by such warm and welcoming owners. testify to other reviews, they really present you with different …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","9 months ago","Dear Wei Wen, thanks for your sincerely write up, patronage and 5-Star Awards. 
We are most encourage and touch by your experience with Freshio Gelato. 
Despite our old age, we are gathering continual great support from All you young people. 
Freshio Gelato Wishes You & Family, A Very Merry Christmas & Happy New Year 👍🧑‍🎄🙏🙏🙏","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjUoPBBN-TUOC5QCKW5Q0KDmCQ--tpSoAFySmBRwiMvRFlc=w54-h54-p-rp-mo-ba4-br100","Admin","· 97 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","6 months ago","Sells many many flavors. Legit dense texture, not runny like many other sellers. Friendly uncle seller let us try sooo many flavors!!!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","6 months ago","Dear Admin, felt honored to receive your 5-Star Rating award. 
And appreciated your time and patronage to write and Review Freshio Gelato.
Kind regards,
🧑‍🏭🤠👍🥂","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjUt7C05JnvsE3N_VJ7ryM9ClYvGCiJ5hVy3VqivLn0iMzs=w54-h54-p-rp-mo-br100","Daren Tay","6 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 months ago","5 stars from everyone else truly well deserved. The owners were super generous in letting us try every flavour, and virtually EVERYONE SINGLE ONE was fantastic. Spoilt for choice and will definitely return!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Like","Response from the owner","3 months ago","Hi Darren, you are A Good Taster indeed. it isn't easy, specially frozen gelato, it has to melt to the taste sensory. 
Thank you, and seeing you again soon 👍
🙏🙏🙏🤠🧑‍🏭🥂","Share"
"https://lh3.googleusercontent.com/a/ACg8ocKQXCDrBSSsHISEW0lPSQqa6Zaak58ArdJ9k-vBGFHV=w54-h54-p-rp-mo-ba4-br100","Wesley Lew","· 19 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 months ago","This is a -5 establishment. Worst service ever. Cheat my money. Ordered for a cappuccino, I don't know they took my order wrongly and charged me wrongly, or what happened. Anyway I did pay lesser, but their attitude, tone and choice of …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","","Response from the owner","2 months ago","oh dear, Wesley, please drop by anytime you are nearby. I wish to clarify your order. I had copy of your receipt and order transaction. please come back and have your cappuccino 🤗","Share"
"https://lh3.googleusercontent.com/a/ACg8ocKnvA-3ly_nfNsZ8zvS9Iu8daSZoU-zC0aEnkthp2Zw=w54-h54-p-rp-mo-ba4-br100","Jasper Phang","· 17 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","Really nice gelato and kind uncle who kept offering us to try his many flavors of delicious gelato!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 months ago","Hi Jasper, Thank you for your Patronage and Appreciated your Time in writing us A 5-Star Review. Cheers Jasper,
🥂🤠🧑‍🏭🙏🙏🙏",""
"https://lh3.googleusercontent.com/a-/ALV-UjUHdbFSjAgrQViCvrG52m28Y3LQ2aHFkTXiWVl2r6llOYY=w54-h54-p-rp-mo-ba4-br100","SY Lim","· 64 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 years ago","Owners were really passionate and friendly right from the start. Right after we sat down he brought over water and 6 flavors for us to sample.
Went with his recommendation and tried the panini and croffle. Panini was made …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 years ago","Thank you, Mr Lim & Friend's visit and support. Glad you enjoy our Gelato, Croffle and Panini Gelato (1st and Only one in Sg) brings delicious tradition Sicily Brioche Con Gelato to Singapore.",""
"https://lh3.googleusercontent.com/a-/ALV-UjX0UPbQ4cbVSIuUInqwRROwxICz_X3qGckxbvmYueAt7gg=w54-h54-p-rp-mo-br100","Min Fay Lee","7 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 months ago","Best gelato I’ve had. Dense, smooth and very flavourful. Tried pistachio and croissant flavour - both were great, the latter was unique too. There was a queue for the gelato but it was worth the wait!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Like","Response from the owner","3 months ago","Hi Min Fay, thank so much for your patience and understanding 🙏🙏🙏 Appreciated your kind patronage and time in writing us this 5-Star Review. Glad you love our Gelato 🥂🤠🧑‍🏭","Share"
