"NBa7we src","d4r55","RfnDt","RfnDt 2","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","wiI7pd","w8nwRe","dSlJg src","dSlJg src 2","znYl0","nM6d2c","DZSIDd","wiI7pd 2","znYl0 2"
"https://lh3.googleusercontent.com/a-/ALV-UjU9uXZ25wrPDdXiO6qT1mZ0mr98E0E5C_T17FlGgtNfyXI=w54-h54-p-rp-mo-ba4-br100","Ken Chen","· 75 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","After our lunch at Fortune Center, we decided to explore Sunshine Plaza for desserts and stumbled upon your charming ice cream store. As we entered, we were immediately struck by the clean and well-decorated environment, creating a pleasant …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 months ago","Wow Mr Chen, lucky indeed to host an experience husband and wife team travellers. Enjoyed reading your other food traveling reviews 👍 interesting indeed. 
We wants to Thank you for your Patronage and Appreciated your Time taken to Write and Share Freshio Gelato to the Foodie's community. 
Sure we Wishes You & Wife Good Health, Great Exploration and Happiness together.
God Bless A Good Couple
🥂🙏👍🙏🙏🙏",""
"https://lh3.googleusercontent.com/a-/ALV-UjWVhYnWxtmSp2z1HAkcIjZqMOtJ0GAonkXLnpffucz85A=w54-h54-p-rp-mo-ba3-br100","Paul Tey","· 20 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a month ago","By far the best Gelato we had in Singapore.
Manage by an old frendly couple, they also provide sampling for all flavour. We tried some and I can say all tasted unique and tasty.
Their coffee are also very aromatic.","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","a month ago","Hi Paul, thank you so much for coming so faraway for our Freshio Gelato and we did very Happy indeed to gain your satisfaction and experience ❤️ Wishing you safe and happy travels, Appreciated 🧑‍🏭🤠🥂
🙏🙏🙏🍨🏆","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjXwhV_MDQKJcckFJH5HlmM6c4DcasIhhJGEhn_j3xNp59s=w54-h54-p-rp-mo-ba3-br100","Jay Lim","· 45 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","5 months ago","Third visit here today! Tried 6 different flavours since my first visit and really love the gelato here! Ice cream is not that sweet yet creamy and rich. Uncle is also very friendly, willing to let you try multiple flavours and was generous with the samples. Favourite is still the pistachio. Definitely deserving of the 5 stars 🙂 …","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","5 months ago","Hi Jay, thank you! Could remember you 🤠😄 Your support is overwhelming 🙏🙏🙏 Looking forward to your continuous support. 
Appreciated your patronage, time and review. 
Appreciated
🤠🧑‍🏭🙏🙏🙏",""
"https://lh3.googleusercontent.com/a/ACg8ocIbfX2n7bYYGO1SZjQqOwJ8GeAcmGvPqu3pJENCDspY=w54-h54-p-rp-mo-ba4-br100","Jet Waterbarrel","· 149 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","Really smooth and rich gelato. Uncle was super generous with sampling, full just from samples alone. He basically almost let us try all the flavours. We settled for chocolate, pistachio and rum and raisin. Prices were very competitive! …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 months ago","Hi Jet, good timing 👍 when the Qs get long, just can't spare more times. People behind gets a bit agitated😊
Anyway, your day today. Thanks for coming with all your friends and appreciated your kind patronage and time. 
Kind regards,
🤠🧑‍🏭🙏🙏🙏👍","Like"
"https://lh3.googleusercontent.com/a/ACg8ocIWcKIBNXS2yUb0HVyILwHJRqXSSKBKRSN1GDIcGCvs=w54-h54-p-rp-mo-br100","Delia Yeo","7 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a month ago","Truly deserve the 5 star rating on google, Uncle was super generous in the portion, even gave us a free scoop of ice cream! The gelato was super yummy too, very creamy and freshly made. Would totally visit again in the future! Highly recommend!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","a month ago","Oh Wow Delia, we are indeed very thankful to you for bringing so many friends over to support Freshio Gelato business. Kind encouraging words, patronage and taking time in writing us A full 5-Star Review 👍👍👍
We wish you All Success in Life, Happiness and Healthy throughout 🙏🙏🙏
🤠🧑‍🏭🥂",""
"https://lh3.googleusercontent.com/a-/ALV-UjW_4tkRdknexorpSRfe3mlDbiPmBo7sSJMGUxL0qiDoTIs=w54-h54-p-rp-mo-ba6-br100","Anton 999","· 341 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 weeks ago","We came here for some gelato after visiting an art exhibition nearby. It’s a cozy little place with a nice selection of gelato, waffles, and other goodies. Service is helpful and friendly, and the price is quite reasonable. You can also sample the flavors to find what you like before ordering. We really enjoyed it and would go back.","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","3 weeks ago","Hi Anton, Wonderful! Hope you as a good time on the Night Walk at Bras Basah Areas with the National Day Celebration. Appreciated your Patronage and Time in writing us this 5-Star Review 👍🙏",""
"https://lh3.googleusercontent.com/a-/ALV-UjVCiUPaSTx-WkQDQ9sna5cj5qB6IkvgQGkqwBJO8s4jAA=w54-h54-p-rp-mo-ba5-br100","cava lulu","· 66 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a month ago","A small little gelato shop with super friendly uncle. Kept offering me with samplings until I am ready to make my final decision. …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","a month ago","Helo Lulu, Thank you for your 5-Star Review. Appreciated your patronage and time too. 
Hope to seeing you again,
🤠🧑‍🏭🍨🥂",""
"https://lh3.googleusercontent.com/a-/ALV-UjWdqpPTk0F_NJkdewyXH4nEPXV9iefQY3kDIBONSE1nYRE=w54-h54-p-rp-mo-ba3-br100","Hc egg","· 40 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","If I could give 10 stars for service, I would! 🌟

Uncle is super friendly and welcoming! We could not decide on which flavors to …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 months ago","Wow Hc, thankful to your sincere 5-Star Review👍and patronage 🙏
We'll try to improve on our Waffle recipe. Looking forward to your next visit 🙏🙏🙏
🧑‍🏭🤠🥂",""
"https://lh3.googleusercontent.com/a-/ALV-UjV-UsVPvZfk6wYiPz4dcVLfSI5awB1wnCzdMk6UhGVfKCE=w54-h54-p-rp-mo-ba3-br100","angeline","· 19 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 months ago","came by to sunshine plaza for lunch with my colleagues and decided to have some gelato for dessert. it was indeed a great decision! …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","3 months ago","Hey Hi Angeline, 😊😊😊paiseh ya, I don't meant to be pushy, but wanted customer to get their taste buds flavor during each visit. In hot weather, many goes for Fruity sorbet, especially Refreshing flavor like Limone, Watermelon and Passion Fruit flavor. At the same time, Uncle also recommended Best Seller like Turkish Hazelnut, Sicilian Pistachio and Dark Chocolate. 
We are also in Schools district, and we price affordably to students and office workers, as dessert are Treats. Unlike main meals are basic and priority, so it's just Desserts pricing. And we kept our costs low, working long hours, and provides affordable price with high quality Gelato. 😁🥂","Like"
"https://lh3.googleusercontent.com/a/ACg8ocIhToT1DPrYZWanvrsYbgWfAIiVb6jYXMZCd5qOyzeR=w54-h54-p-rp-mo-ba4-br100","Adrian Chueng","· 32 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","We’ve been to their shop when they started at CityGate. After they relocated here, here we are! And the uncle is still so friendly to recommend all the different flavours of his special made gelatos! Pancake flavours, croissant flavours… …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 months ago","Oh Hi Dearest Adrian, so very happy to see you and your family again! Wonderful, healthy children growing up fast. 
Wanted to Thank you so much in taking time to visit and patronage, from Citygate to Sunshine Plaza. 
Appreciated your time in writing us A 5-Star Review and Support. 
Wishing You & Family, Well, Healthy & Safe Always. 
Kind regards,
🤠🧑‍🏭🙏🙏🙏🥂","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjWT-2jwfsXnoHhcFFg7YfFnzDk2DY7kK0ASZisU6hZaHRQ=w54-h54-p-rp-mo-ba5-br100","Choo HengHeng","· 396 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","You don't have to go to Italy for good Gelato . This place is as good if not better than some of  outlets over there . Uncle is very kind and let us try out different flavours before deciding . Though the place is small ( only about 6 …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 months ago","Wow, Wow Wow Heng Heng. We felt very honoured and encourage with your kind 5-Star Review. You must be A Gelato enthusiastic 👍🥂🤠🧑‍🏭🙏🙏🙏","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjXPFZyXweWpnFSM01RiGy9EGVDShH2bYgy3V5H2cmF6uwY=w54-h54-p-rp-mo-br100","Justin Tan","5 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","Excellent service by the couple! They were very enthusiastic to welcome my friends and I to the store. He even open the store past his closing hour so that we could enjoy. …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 months ago","Hi Justin, it has been great pleasure to be able to serve you and all your friends. And we are very happy indeed to see and hear all laughter, happiness and enjoying the fresh Gelato at Freshio!
Cheers All 👍👍👍
Also thanking you for this wonderful 5-Stat Review and Appreciated all your generous Patronage trying various different sides and flavours altogether. 
🙏🙏🙏
🤠🧑‍🏭🥂","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjWnLRP48c7k__hRANnDaXPH5RMd5Ro0hRWRneEG_9QX2Yc=w54-h54-p-rp-mo-ba5-br100","Rennie Lee","· 394 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 days ago","Visited on a Friday night after dinner for some dessert!

Service: …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","3 days ago","Hi Rennie, seemingly your ratings are 5 on Service and Complimentary. Atmosphere was naturally crowds timing  and your decision to join Q, but shouldn't be under rated,
Food-Flavors of 20 on display and rotational changes monthly. 
Our Pistachio are purely Sicilian and strong mix ratio which gives a earthly dense taste. At $5.50/scoop it's our Top seller flavor. Again under rated😔
🤔","Like"
"https://lh3.googleusercontent.com/a/ACg8ocIwkz8iGD5OwGDpZa9kBKQDGUn_SJZ60dcN6xcitOZi=w54-h54-p-rp-mo-ba5-br100","Xiang Yan Chan","· 155 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","4 months ago","Huge variety of ice cream and most of them were extremely delicious. We loved the watermelon taste as it was the refreshing of them all. There was a certain grittiness to it, probably from using fresh watermelon. …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","4 months ago","Hi Xiang Yan,  good taster 👍👍👍 hope you come by again and share your Gelato experience with 🤠🙏🙏🙏🥂","Like"
"https://lh3.googleusercontent.com/a/ACg8ocIesy5e0CVqJjXseM9ahwtYflYFS71UkH_mrjgYcdxf=w54-h54-p-rp-mo-br100","Zheng Xun Sia","4 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 weeks ago","Uncle is super friendly when helping us choose from the wide variety of flavours! Gelato is super tasty, very fitting for the hot weather! Will definitely come back again!","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","3 weeks ago","Hi Xun Sia, Thinking you for your kind patronage and time in writing us this 5-Star Review. We'll look forward to seeing you and all your buddies! Appreciated
👩‍❤️‍👨🍻","Like"
"https://lh3.googleusercontent.com/a/ACg8ocLT8smDVHdoWsV3UPZXadiMW4J-7erzlGfO_eQFUXXO7w=w54-h54-p-rp-mo-ba4-br100","Annabethia","· 74 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","Ran by a friendly elderly couple. We were looking for an ice cream store for dessert before we went to our appointment. When we went in to see the flavours we were like: let's see other options. …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 months ago","Hi Anna, thank you for your patronage and 5-Star Review. please come back and request your options, No Sauce 😁
We did be glad to follow customer choice always. 
🥂
🧑‍🏭🤠🙏🙏🙏",""
"https://lh3.googleusercontent.com/a-/ALV-UjXmnfpTlWIn7qx7DKvK85Fgg5mVqnkaVfJzFCbLoJxmWUk=w54-h54-p-rp-mo-ba6-br100","Glenn Wong","· 368 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 months ago","Support home grown gelato seller! Very good quality gelato with lots of variety of flavours. Price is affordable and the shop is vey nicely decorated. The owners took efforts to make the place very welcoming and homely. Overall, nice place for family or friends to just chill and eat gelato.","","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","3 months ago","Hi Glenn, very well encouraging 5-Star review indeed. Appreciated a lot, your kind patronage and time taken in writing this Review. We wishes you and family well, happiness and safe. Blessed to have good people supporting the locals and senior retire businesses. God Bless🙏🙏🙏🤠🧑‍🏭🥂","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjVym3ttFUTzEu7IggR0z0UJgTAgdAzcsyMYCyuRXQhOVG4=w54-h54-p-rp-mo-ba2-br100","Briand Lancelot","· 11 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a month ago","The owner was incredibly generous with their sampling, allowing us to try various flavors before making our selection. We ended up purchasing tiramisu, mango, and black sesame gelato served in a delicious combination of waffle and croffle. …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","a month ago","Dearest Briand, 👏👏👏it's most encouraging to chef out for appreciative customers like you. We want to Thank you so much to make this place exploded with happiness, carefree, lip smacking and great hype. Thankful for your group patronage and generous support too. See you all soon again,🥂🍨🙏🤠🧑‍🏭",""
"https://lh3.googleusercontent.com/a-/ALV-UjUMxSqF7gLSK2fu6Du0ZWqcN0Eu20TvE0sP32qs8plewQ=w54-h54-p-rp-mo-ba6-br100","Fun Kwok","· 383 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 months ago","Such a beautiful place built with love..
came here on a recommendation by a friend. The gelato shop is owned by a lovely couple who absolutely love their ice cream and love service too. Gelatos are …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","4 months ago","Wow Fun, am very honored and encouraged by all your elaborate well experience local guide 5-Star review that said it all. Yes, at this age, having kind people like your good self support must be dearly appreciated and wants to give back. Thanking you and your friends visit. Kind regards, cheers 🥂,🤠🧑‍🏭🙏🙏🙏","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjUUlwu9EIcFXZAfk81t6knH3Hm02H-XWzmuG_X9zbyFUg=w54-h54-p-rp-mo-ba3-br100","Dexter Fong","· 25 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 weeks ago","Amazing ice cream place! I happened to notice this nice store and tried the pistachio gelato and passionfruit sorbet. Both were great, especially the pistachio. One of the richest I’ve ever tasted, the taste is just on point. Another …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 weeks ago","Thank you Dexter! It's been most encouraging and supportive 🙏🙏🙏
Appreciated it 🥂
🤠🧑‍🏭❤️","Like"
"https://lh3.googleusercontent.com/a/ACg8ocLlgNN3n-7Lf_2T1zW5Yg2J67D1LECUYxY-6tqMOOZ6dQ=w54-h54-p-rp-mo-ba4-br100","Jay","· 56 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a week ago","Chanced upon this gelato place after dinner and went in without expectations but I was so blown away😋😋
Was greeted warmly by the couple running the shop and Uncle Tan started giving …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","a week ago","Hey Jay, another great support and encouraging 5-Star Rating from you. So heartfelt by your sincere words, we thank you ❤️❤️❤️. Appreciated your patronage and time here. 
🥂🥂🥂🤠🧑‍🏭🍨💓","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjV6EqR6NBzN-VKMuyT-bovlTA0BO4c7ewhfp0_bmrMrLg=w54-h54-p-rp-mo-ba5-br100","Terence Sim","· 201 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","Uncle and auntie in the shop are both very friendly! Uncle who was manning the ice cream section MADE us try almost 80% of the flavours there on offer. Paiseh leh. Haha! …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 months ago","Ja Terence, Wonderful 👍, everyone Happy, Win-Win ,🤠🧑‍🏭Thanking you for your Patronage and Time in writing us A 5-Star Review and so Encouraging support to Uncle & Aunty🙏🙏🙏
We hope to see you soon again and bring friends to share the Joy and Experience in Freshio Gelato,🙏🙏🙏","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjX62xPIEyz4n8LJWgk3ijwkgwjDr6aB3I-I1J-ifqChHVk=w54-h54-p-rp-mo-br100","Hui Kai Ong","3 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 months ago","This place deserves more than 5 star reviews, the ice cream were creamy and not too sweet , just nice in the texture. Not forgetting that there’s a plethora and variety of flavors , they don’t even just have waffles but croffles as well and …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","3 months ago","Hello Hui Kai, so well written 5-Star Review. Very much Thankful and Appreciated your Patronage & Time. It's has been wonderful and both happiness to serve you. Wishing you and family A Safe & Happiness Life. 🙏🙏🙏❤️🤠🧑‍🏭","Like"
"https://lh3.googleusercontent.com/a-/ALV-UjXoiHyppf_c66R0V-ybfJlNRJXRbRnUSdq8Vxmi5IWDGXI=w54-h54-p-rp-mo-br100","Panda Panda","4 reviews","","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 months ago","I told my Singaporean boyfriend that I want to try this gelato shop that have 5 stars review on google, curious why can have perfect reviews. When I give it a try myself, I know why they deserve the 5 stars review, the uncle who greet us is …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","3 months ago","Hi Panda Girl, Thank you and Appreciate both for your Patronage and 5-Star Review. It's very Encouraging & Heartening to Receive your Review. We wishes you has A Great Time in Singapore and Safe travels on your onwards journey. Kind Regards, Cheers 🥂🤠🧑‍🏭🙏👍",""
"https://lh3.googleusercontent.com/a-/ALV-UjUx7J6ts4TYdKA9KeyQc9TLNcNZDl3q60DH1aQ7lUwcjBQ=w54-h54-p-rp-mo-ba4-br100","Kannan Kumar","· 72 reviews","Local Guide","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","If you looking for Gelato fix, look no further. This joint is cousy and comfy serving some of the best flavours I have ever tried. We tried the following; Pistachio, Salted caramel, strawberry, tiramisu, waffles and chocolate lava cake. …","More","https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png","https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png","Share","Response from the owner","2 months ago","Wow Kannan, really thank you for your well encouraging 5-Star Review for Freshio Gelato. And Appreciated your Patronage and Time in writing us this review. 
We wishes you well and happy everyday. looking forward to seeing you again soon. 🥂
🤠🧑‍🏭🙏🙏🙏","Like"
