profilePictureUrl,username,profileUrl,comment,likeCount,replyCount,commentDate,commentId,ownerId,timestamp,query,error
https://scontent.cdninstagram.com/v/t51.2885-19/234548767_562961414738529_3302817668585212884_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=Lu0k-R-gWocAX-LRdwy&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfCq0J1vZXIiMLjAL70akioeH2HQOx_oh10y9_GVjWNA6A&oe=6529787B&_nc_sid=10d13b,rakaushik,https://www.instagram.com/rakaushik,😢😢😢,0,0,2023-06-20T03:35:43.000Z,17998465591920145,232956911,2023-10-10T15:00:26.351Z,https://www.instagram.com/p/CtsZ9OjM7G0/,
https://scontent.cdninstagram.com/v/t51.2885-19/1599240_1426450737656636_189867441_a.jpg?_nc_ht=scontent.cdninstagram.com&_nc_cat=108&_nc_ohc=9oqJy0AmfxEAX8qlLIg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAI-8DvIJni4wso8cmMhzjQ0KMaQxAM-_x0v_8XCK_2vA&oe=652A90FA&_nc_sid=10d13b,broccoru,https://www.instagram.com/broccoru,No!!!,0,0,2023-06-20T02:19:31.000Z,17933471528603922,39824701,2023-10-10T15:00:26.351Z,https://www.instagram.com/p/CtsZ9OjM7G0/,
https://scontent.cdninstagram.com/v/t51.2885-19/278183085_1017762892488327_8199182477593561368_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=DVd_TUsBltEAX8-RCJC&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAeCqczy4wUvZu58tcT7KZ8FWw40wLZmAjuxQAGGEuCtQ&oe=6529E645&_nc_sid=10d13b,ct_fatimah_jam,https://www.instagram.com/ct_fatimah_jam,😢,0,0,2023-06-20T05:02:04.000Z,18110528434310972,854650559,2023-10-10T15:00:26.351Z,https://www.instagram.com/p/CtsZ9OjM7G0/,
https://scontent.cdninstagram.com/v/t51.2885-19/18443509_1902393293341014_4640250226710413312_a.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=106&_nc_ohc=1O4se69Rq4EAX8ja6cA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDzzOouj7FPUoky0sc7GeqPBjAyB-Iz6UTCjA7NLZwr7A&oe=652B4399&_nc_sid=10d13b,zackcurismo,https://www.instagram.com/zackcurismo,Why is you close down?,0,0,2023-06-20T15:00:07.000Z,18020799214598136,9642569,2023-10-10T15:00:26.351Z,https://www.instagram.com/p/CtsZ9OjM7G0/,
https://scontent.cdninstagram.com/v/t51.2885-19/100519724_248388599812810_969507756614615040_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=iDCNlxwwTTwAX9p9pPG&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDJbWdcaqVnsM2CgU6asApXnzOJ13gB5o0OsIvoyBDr8g&oe=652B38D8&_nc_sid=10d13b,garapon23,https://www.instagram.com/garapon23,❤️,0,0,2023-06-21T13:10:00.000Z,17896766654759003,3095030274,2023-10-10T15:00:26.351Z,https://www.instagram.com/p/CtsZ9OjM7G0/,
https://scontent.cdninstagram.com/v/t51.2885-19/13722172_170740693336492_191562891_a.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=HOVBXloinKYAX-HxrHC&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfB13YGRV5C32pr4tLzIsEp1KNIu4xwYNFidIKU-DLbmtQ&oe=652AE11A&_nc_sid=10d13b,mmlim71,https://www.instagram.com/mmlim71,Come back!,0,0,2023-06-20T10:47:46.000Z,17982886892232582,3643086295,2023-10-10T15:00:26.351Z,https://www.instagram.com/p/CtsZ9OjM7G0/,
,,,,,,,,,2023-10-10T15:00:38.522Z,https://www.instagram.com/p/CtbwwTJSkr5/,No comments found
,,,,,,,,,2023-10-10T15:00:38.522Z,https://www.instagram.com/merelyicecream/?img_index=1,Not a post URL
https://scontent.cdninstagram.com/v/t51.2885-19/84329870_1093556984350803_8929630977144127488_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=XPTLIuIovqoAX-1IvHq&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfCk_OVS_hv5Mul7fJ4Cz0W6mbjcWwICV-shR9Cw59XP6Q&oe=652AA603&_nc_sid=10d13b,larissasjy,https://www.instagram.com/larissasjy,"Oh nooooooo, we love your icecream too 😭😭😭 where else can I get my favourite salted butterscotch 😭😭😭",1,0,2023-06-11T06:24:52.000Z,17961505502530899,182619677,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
https://scontent.cdninstagram.com/v/t51.2885-19/379778507_1556339791837739_7261923598851149413_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=xiCGgwFBPhYAX-arHrS&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfA6aHmxJWXQUcTlOHqpvSe0pTNgaWPrG4Ij06ZHuqmDQw&oe=652A964A&_nc_sid=10d13b,itswinniieee,https://www.instagram.com/itswinniieee,😢😢😢😢😢😢😢 damn i grew up here ....,3,0,2023-06-09T15:58:32.000Z,17904131213790535,265874196,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
