"displayUrl","caption","ownerFullName","ownerUsername","url","commentsCount","firstComment","likesCount","timestamp","queryTag"
"https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/338618130_170727405849615_9200358525771818988_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=kxsVlEeFUOYAX_5aD_u&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfC7jBww68qyTUs2NNFfG-CxHYdZSdKyyN24XpZDCsXUKA&oe=6526B522&_nc_sid=2999b8","We love that so many memories were made and shared at Sunshine and that it holds a special place place in your hearts too 🧡😢 keep the tags coming, we’re not crying, you’re crying!

〰️
#merelyicecream #icecreamlovers #sgcafe #sgeats #sgfoodies","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CqcFxjnuuce/","2","Will there be an online shop :(","93","2023-03-31T03:58:40.000Z",
"https://instagram.fiev8-2.fna.fbcdn.net/v/t51.2885-15/117933888_374510970204838_436450386877406211_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fiev8-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=rJ2Yk6W1BMUAX_XlVrC&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA6H0IEoQOnBTXUvoXUtpnVbIOB4hgSnVr7o9gK0QUpjg&oe=65271791&_nc_sid=2999b8","Improved recipe - Crispier, bigger, and more buttery! 🧇

Do give our waffles a try with our handcrafted ice creams, or simply enjoy it on its own as an afternoon snack! 

Visit us at Our Tampines Hub, B1-52

#merelyicecream","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CEGLyFGnMC4/","2","@ewin.dc we need to go merely.","64","2020-08-20T03:49:30.000Z",
"https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/116911453_2764136633912278_385295504891318385_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=QRgUln9gc_gAX-OSVGQ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBLrRUHEbUUDkryVQaU9EtetatXAjp7UV3z3gPs14s7Bg&oe=6526F480&_nc_sid=2999b8","National Day Promo 🇸🇬
Enjoy 20% off these takehome pints when you shop at our webstore!
- Milo Fudge Cake
- Horlicks Panda
- Kopi Peng

No code needed
8-9 Aug 2020, ends 2359
Delivery from 13-15 Aug 
Not applicable for in-store and gift vouchers purchases
Free delivery for orders above $40, otherwise a $10 delivery fee is applicable
Self-collection option is available
Strictly no exchange or refund

Visit shop.merely.com.sg/ or link in bio to order now!
#merelyicecream","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CDmBev6HmUd/","1","Is the kopi peng still available?","51","2020-08-07T16:03:47.000Z",
"https://instagram.fdet3-1.fna.fbcdn.net/v/t51.2885-15/325434169_724003342413565_7071372930345444491_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fdet3-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=4XEu-oR1FdoAX9IOqEh&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDaBiKN7WHAzBxnE-JxeQ-JqdvsvE-H3KCQHpsonaZ5xw&oe=65272291&_nc_sid=2999b8","🧨 CRACKIN’ DEALS FOR YOU! 🧨 Start the new year with an abundance of ice cream 🍨😋 hop in-store from now till 5 Feb and you’ll get 𝗼𝗻𝗲 𝗽𝗶𝗻𝘁 𝗳𝗿𝗲𝗲 with every purchase of three pints! Free pint applies to the lowest priced item, promo available in-store only!","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CnegG93gupq/","0","","-1","2023-01-16T12:55:39.000Z",
"https://scontent-for1-1.cdninstagram.com/v/t51.2885-15/47581899_2029463547142121_8006885854438786397_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-for1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=ibiAIPDzPUcAX8WhJI6&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCnED8aLi0SzMoRGjxNXFj3EZXVMqiiD27RTbdut2BAuA&oe=6526FCC8&_nc_sid=2999b8","[New Flavour] Lemon Yogurt Berry

Yearning for something light and refreshing after the festive feasting? We got you covered fam.

Made with greek yogurt, fresh lemons and a generous swirl of blueberry jam, it will taste light and happy in your tummy. .
.
.
.
.
.
.
.
#sgigfoodies #sgcafe #whatiatetoday #burpple #sgfoodie #foodfest #foodpornsg #foodporn #instafood #eatoutsg #foodie #vscocam #foodography #igfood #nomnomnom #keepeating #vscofood #foodstagram #8dayseat # burpple #hungrygowhere #lifeisdeliciousinsingapore #foodforfoodie #foodofinstagram #exploresingapore #ohmyfoodie #stfood #singaporeinsiders #iweeklyfood #igfoodies #merelyicecream","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/BsPR1Zohrbp/","0","","61","2019-01-05T04:02:44.000Z",
"https://instagram.fslw1-1.fna.fbcdn.net/v/t51.2885-15/226341634_1017185259039466_5787067649799430886_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fslw1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=ckJTCDb0iDUAX_7yBgy&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfARW4iaz2pclKQmPUhJrSFai_IyVIJuitD2ro69IbEJnA&oe=6526C59B&_nc_sid=2999b8","hope you guys aren’t tired of us yet 😐💩

anyways we are having another promo! mainly to clear our existing ingredients lol

spend above $30 in our online store to receive 15% off! furthermore, instead of the usual $45 get free delivery, we have decreased it to $40! wow! what a steal am i right 

promotions cannot be stacked (mainly because we’re too broke for that) & will be automatically applied! do keep a look out as we have much in store for the month of august 😗

do take note that this promotion only applies for our online store & will be ongoing till the 4th of august! thank you for your support merely pals 👯‍♀️","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CR27Wvynkcj/","4","@bingu_tzuan let's get it","133","2021-07-28T04:59:24.000Z",
"https://instagram.fagr1-3.fna.fbcdn.net/v/t51.2885-15/13392797_613958418772841_655602620_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fagr1-3.fna.fbcdn.net&_nc_cat=105&_nc_ohc=9c0as0tOx0MAX9ZY5Mr&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDxWZ6nOSoi8SDniFp5COL55VKtFdbzioUJ82QCXEPVLw&oe=6526BE19&_nc_sid=2999b8","A stroke by stroke, behind the scene look on how the mural was done","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/BGY3nFSB7Sy/","0","","72","2016-06-08T09:32:19.000Z",
"https://instagram.fhan2-4.fna.fbcdn.net/v/t51.2885-15/277112171_3229677393979479_7986947797898063147_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=instagram.fhan2-4.fna.fbcdn.net&_nc_cat=103&_nc_ohc=UGxKNdcQy04AX821CaF&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBnBcjPDlV0poF1xDhHbF6tabPl2SXIw6Z-0rb_aER6OA&oe=6526CE04&_nc_sid=2999b8","Hurray! 🥳 We're celebrating 10 years of scooping balls of happiness! Come on down to Merely at Sunshine Plaza or Our Tampines Hub from now till 3rd April because we're giving away 20 pints of ice cream!!! 😱

✌️ simple steps: 
1. Follow us on IG 
2. Every $10 you spend* enters you for a chance to win 

𝟭𝘀𝘁: 10 pints of ice cream 
𝟮𝗻𝗱: 6 pints of ice cream 
𝟯𝗿𝗱: 4 pints of ice cream 

*T&Cs apply: 
1. Applicable for purchases made in-store at Sunshine Plaza and Our Tampines Hub, between 25th March and 3rd April 
2. One(1) entry for every $10 spent, with a maximum of five(5) entries per receipt 

𝘛𝘩𝘪𝘴 𝘤𝘰𝘮𝘱𝘦𝘵𝘪𝘵𝘪𝘰𝘯 𝘪𝘴 𝘪𝘯 𝘯𝘰 𝘸𝘢𝘺 𝘴𝘱𝘰𝘯𝘴𝘰𝘳𝘦𝘥, 𝘦𝘯𝘥𝘰𝘳𝘴𝘦𝘥, 𝘰𝘳 𝘢𝘥𝘮𝘪𝘯𝘪𝘴𝘵𝘦𝘳𝘦𝘥 𝘣𝘺, 𝘰𝘳 𝘢𝘴𝘴𝘰𝘤𝘪𝘢𝘵𝘦𝘥 𝘸𝘪𝘵𝘩 𝘐𝘯𝘴𝘵𝘢𝘨𝘳𝘢𝘮

〰️
#merelyicecream #icecreamlovers #sgcafe #sgeats #sgfoodies #birthday #giveaway","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CbgzpwCLMso/","2","Loved the waffle and the IC flavours but did not love the ‘quickly finish your food and get out of the cafe’ tactics.","86","2022-03-25T04:00:12.000Z",
"https://instagram.fsof11-1.fna.fbcdn.net/v/t51.2885-15/276095072_336932158473298_158571857175318038_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsof11-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=K8P3Py5ibAEAX-VWcF-&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAkv79aj94nQsL2xNaCrjDfMq-fNM7xKkMdLibxs9oiCg&oe=6526D55C&_nc_sid=2999b8","🎁 GIVEAWAY: 10 PINTS FOR YOU 🎁 

Merely is turning 10! 🎂 And the best part of the last decade has been the smiles made at our ice creams 😋 Come celebrate with us 𝟮𝟱𝘁𝗵 𝗠𝗮𝗿𝗰𝗵 𝘁𝗼 𝟯𝗿𝗱 𝗔𝗽𝗿𝗶𝗹, and let us reward you! 

Two simple steps: 
1. Follow us on IG 
2. Every $10 you spend* enters you for a chance to win 

𝟭𝘀𝘁: 10 pints of ice cream 
𝟮𝗻𝗱: 6 pints of ice cream 
𝟯𝗿𝗱: 4 pints of ice cream 

 *T&Cs apply: 
1. Applicable for purchases made in-store at Sunshine Plaza and Our Tampines Hub, between 25th March and 3rd April 
2. One(1) entry for every $10 spent, with a maximum of five(5) entries per receipt 

𝘛𝘩𝘪𝘴 𝘤𝘰𝘮𝘱𝘦𝘵𝘪𝘵𝘪𝘰𝘯 𝘪𝘴 𝘪𝘯 𝘯𝘰 𝘸𝘢𝘺 𝘴𝘱𝘰𝘯𝘴𝘰𝘳𝘦𝘥, 𝘦𝘯𝘥𝘰𝘳𝘴𝘦𝘥, 𝘰𝘳 𝘢𝘥𝘮𝘪𝘯𝘪𝘴𝘵𝘦𝘳𝘦𝘥 𝘣𝘺, 𝘰𝘳 𝘢𝘴𝘴𝘰𝘤𝘪𝘢𝘵𝘦𝘥 𝘸𝘪𝘵𝘩 𝘐𝘯𝘴𝘵𝘢𝘨𝘳𝘢𝘮 

〰️
#merelyicecream #icecreamlovers #sgcafe #sgeats #sgfoodies","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CbOxvpvF5iz/","0","","55","2022-03-18T03:57:46.000Z",
"https://instagram.fzag5-1.fna.fbcdn.net/v/t51.2885-15/333881420_944188350085117_8384928838933745559_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fzag5-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=W_QMdFdpXzoAX_E4Cq7&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDmy1Ca76vja-0eiIv-KwyrEcGJwwcpZGHHbb96zol5hA&oe=65267E8E&_nc_sid=2999b8","🌟BUY 2 AND GET 1 FREE🌟
Chase those rainy day blues ☔️🌈 away with our awesome tea time deal available 𝗠𝗼𝗻𝗱𝗮𝘆 𝘁𝗼 𝗙𝗿𝗶𝗱𝗮𝘆, 𝟯-𝟲𝗽𝗺! Just buy 2 single scoops in cups and get 1 free*!

*free scoop applies to the lowest priced item","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CpUHa8FujZV/","0","","-1","2023-03-03T05:04:37.000Z",
"https://instagram.fcpq4-1.fna.fbcdn.net/v/t51.2885-15/320039806_179801427977634_1316194396822022840_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcpq4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=22T4By8styQAX9Z-Z_G&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDoXUu8DxpKr-2FxNWZKIdcFAYKholo4TZwSGxU6G3tPw&oe=65270D71&_nc_sid=2999b8","🎄MERELY A FESTIVE FLAVOUR🎄This is Christmas decadence at it’s finest, and what better time to indulge that sweet tooth of yours!? Made with Valrhona Dulcey chocolate, which gives that rich caramelised and buttery goodness, topped with crunchy roasted pecans and toffee chunks, you’ll be asking for seconds for sure! 🤤","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CmQXTadL097/","0","","-1","2022-12-17T04:39:53.000Z",
"https://instagram.fpnh5-2.fna.fbcdn.net/v/t51.2885-15/102875332_182064803206706_2729340925213724552_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fpnh5-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=dmKY4K0Xjo4AX-rJxZ9&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCqh4l7kq8nbM3yhLMeGskIlLAftj3n49t-L8EPEL-j8Q&oe=65271854&_nc_sid=2999b8","Years ago, we did a shoot with the good folks @themeatmensg on how to make our Banana Walnut flavour from the comfort of your own home with a simple ice cream machine.⁣
⁣
If you find it a hassle to do it yourself, why not preorder it from us and get it delivered to your doorsteps? You can find the order link on our bio. ⁣
⁣
Click away! 🍌","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CBM5IdXnVbk/","0","","44","2020-06-09T04:55:14.000Z",
"https://instagram.fntr1-2.fna.fbcdn.net/v/t51.2885-15/314442001_1651413858594434_513566153304091388_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=instagram.fntr1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=_DaauOQ_P2gAX-svyJ1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfB_F0sP7VA0FfsCdTU0DtCE8UCooeZoS_h1hivE18Ybfw&oe=6526DDA9&_nc_sid=2999b8","🚨 THREE DAYS TO THE COOLEST DEALS IN TOWN 🎉 Mark your calendars because we have 𝗲𝗹𝗲𝘃𝗲𝗻 days of special deals just for you! Join our mailing list and you’ll get a sneak peek at all the offers available 😉

〰️
#merelyicecream #icecreamlovers #sgcafe #sgeats #sgfoodies","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CksfsimrffO/","0","","47","2022-11-08T09:56:21.000Z",
"https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/275752582_711508116537332_4175265619836471998_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=aU0cuVKo3DwAX8t-5cj&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCTMZh2-SCdtC0t0Q-2pxmI7CUeVN7uZswPXdESs68SSQ&oe=652697EB&_nc_sid=2999b8","🎉GIVEAWAY: 10 PINTS FOR YOU🎉

Merely is celebrating 10 merry years of scooping up balls of happiness, and we want to celebrate with you, 𝟮𝟱𝘁𝗵 𝗠𝗮𝗿𝗰𝗵 𝘁𝗼 𝟯𝗿𝗱 𝗔𝗽𝗿𝗶𝗹!

Two simple steps:
1. Follow us on IG
2. Every $10 you spend* enters you for a chance to win

𝟭𝘀𝘁: 10 pints of ice cream
𝟮𝗻𝗱: 6 pints of ice cream
𝟯𝗿𝗱: 4 pints of ice cream

*T&Cs apply:
1. Applicable for purchases made in-store at Sunshine Plaza and Our Tampines Hub, between 25th March and 3rd April
2. One(1) entry for every $10 spent, with a maximum of five(5) entries per receipt

𝘛𝘩𝘪𝘴 𝘤𝘰𝘮𝘱𝘦𝘵𝘪𝘵𝘪𝘰𝘯 𝘪𝘴 𝘪𝘯 𝘯𝘰 𝘸𝘢𝘺 𝘴𝘱𝘰𝘯𝘴𝘰𝘳𝘦𝘥, 𝘦𝘯𝘥𝘰𝘳𝘴𝘦𝘥, 𝘰𝘳 𝘢𝘥𝘮𝘪𝘯𝘪𝘴𝘵𝘦𝘳𝘦𝘥 𝘣𝘺, 𝘰𝘳 𝘢𝘴𝘴𝘰𝘤𝘪𝘢𝘵𝘦𝘥 𝘸𝘪𝘵𝘩 𝘐𝘯𝘴𝘵𝘢𝘨𝘳𝘢𝘮
~
#merelyicecream #icecreamlovers #sgcafe #sgeats #sgfoodies","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/CbHZ397Fj0F/","4","@afiqsafs let’s go! 😍","111","2022-03-15T07:15:18.000Z",
"https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/13398727_644690985679851_779715389_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_ohc=Wqu6WVRCmM8AX8L86D1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBHKpbRX3jRXqCdm_9dRydKbBRGdvs14zogRUicgoBang&oe=6526CF35&_nc_sid=2999b8","Another behind the scene time lapse of how our cheery mural was completed.

Have you taken a photo of it yet?","Merely Ice Cream","merelyicecream","https://www.instagram.com/p/BHJdXTfAZKQ/","2","@tessellate.co thanks! give the artist @lyyeow a shoutout too!","59","2016-06-27T06:25:45.000Z",
